name,metadata_uuid,component_name,component_uuid
EX1503L2,61a84d24-d69a-47f1-985f-5df70eaff648,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1504L1,d1173b21-0bd4-4d78-bb32-02f318cdfd28,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1504L2,b1f1f937-73f3-41f7-8435-e7afb6dfbdff,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1504L3,997e9022-bbc7-480a-b4d4-1071d466fbea,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1504L4,51ea6db3-dbdc-4829-b0a7-a3130d4944c5,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1602,09664986-5fbb-45a3-aad6-590184038b7a,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1603,bdbd79aa-b1d5-47f7-a6ff-e41e87d1171e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1605L1,f1fc7a8c-5416-4261-9224-84225ddf5824,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1605L2,06b26c8e-67d6-425e-8b17-dbe1599c4b6a,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1605L3,60fb7754-05fc-4572-9ad9-2ea0037b2cb8,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1606,bbc11017-9a9e-4731-8e4e-86975df2ef8e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1608,940cfebb-686b-41c1-957c-0ea66fa3d00e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1609,3343c854-b563-4ffe-9bf4-ce864ed795cf,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1701,00ca3270-a04f-4639-bb34-e3579a99c8d6,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1702,2a6308d5-f8a9-4a1a-aeb4-28f380a19a8f,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1703,532c4caa-d569-4554-b431-05919a802eab,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1704,a8e2e424-f4ec-4c79-a9d7-02755ec3fab7,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1705,405a9a23-714e-484f-9235-6ba35e810e25,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1706,4f84357b-af13-4817-8f31-b5cda39f0fb1,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1707,f0becf68-1ceb-4fe1-ae55-d5fe79af8ed6,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1708,904418ff-b023-4715-9ecd-a8268c790d08,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1711,316e6ce6-9034-4926-a4e0-c770483c7357,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1801,161047bd-e368-412a-b36d-84922b31c5a1,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1806,b167a05d-68dc-46ba-b966-0e17e416b0e8,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1807,b2a13fd1-2e82-4e43-912a-853165b00a8b,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1812,d099959b-3497-4b50-b4f3-ebbd55e915be,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1902,cccd7542-e756-40a1-a164-0e24fdab379d,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1903L1,81b00669-3ab8-4e1b-8fc2-0419f4ff5c4e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1903L2,30a693b2-86a4-41cf-b54c-bf59cca6982d,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1904,e023a596-a61d-4a7c-98a4-22d03d1574a9,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1906,77aae9da-3ae5-4ed2-a416-5064ad6b77c5,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
EX1907,b2e3de04-5886-4d14-90ca-9c8936fdbf8e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX1305_COLLECTION,acbc55a1-9cb8-4a16-aa70-d6f1b2188f7c,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX1304_COLLECTION,485c9ecd-fe82-4713-8bd2-3b4592f8257e,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX1302_COLLECTION,c1ad4c20-d81c-11e2-a28f-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX1301_COLLECTION,14d734e0-8fef-11e2-9e96-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2208_COLLECTION,a1322b4a-eb2c-4625-9756-c4e0570bf85f,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2206_COLLECTION,88fcbaa1-04cf-4e27-84f6-f28cf772cf17,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2203_COLLECTION,9f86e54d-aa7a-470f-8a92-815e71de51b1,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2202_COLLECTION,57862073-60eb-4997-8d29-e08bccd26867,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2201_COLLECTION,2416018d-da62-48b4-8bb7-7fda0d58f319,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2107_COLLECTION,79331941-1d60-457c-92fd-feb8d08aec4a,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2106_COLLECTION,cdb26620-2dc9-11ec-932f-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2105_COLLECTION,6f8e4ae0-170e-11ec-b521-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2104_COLLECTION,078eb0a0-04e0-11ec-a3ea-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2103_COLLECTION,35f00a90-e963-11eb-ad76-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2205_COLLECTION,e04b60b7-8db6-452e-b7fd-b7cf32b14981,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2204_COLLECTION,65d74dd4-4e5b-4325-8313-fbbded435ed2,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2102_COLLECTION,332ffe20-d444-11eb-9345-0800200c9a66,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2101_COLLECTION,3a3e6aca-ea1b-4876-8edb-ea887228d0e6,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2000_COLLECTION,3e76112a-b8d7-4453-b5f2-bc8efbdd5f3b,Okeanos Explorer (EX) MI_Platform 66132cd0-6a9c-11e0-ae3e-0800200c9a66,66132cd0-6a9c-11e0-ae3e-0800200c9a66
ACUMEN2012,c206b980-e6e7-11e1-aff1-0800200c9a66,"Martha S. Nizinski, Ph.D. (principalInvestigator) CI_ResponsibleParty 2be83d40-e87a-11e1-aff1-0800200c9a66",2be83d40-e87a-11e1-aff1-0800200c9a66
gov.noaa.ncei.oer:HB1204_COLLECTION,0db156c9-0d60-4b14-925d-d6ee64712cc0,"Martha S. Nizinski, Ph.D. (principalInvestigator) CI_ResponsibleParty 2be83d40-e87a-11e1-aff1-0800200c9a66",2be83d40-e87a-11e1-aff1-0800200c9a66
gov.noaa.ncei:EX2104_Sound_Velocity_Profile_COLLECTION,24af7256-b49c-4bf2-8bdc-0c5189f65513,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2104_Products_COLLECTION,ce53afa5-1bac-409b-b9a3-a373576463d3,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2104_Imagery_COLLECTION,656c7ed8-e6e7-46bb-9a17-bdc15b750fc0,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2103_Sound_Velocity_Profile_COLLECTION,4bc6d185-c968-4eff-808b-deecd0e4bbd8,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2103_Products_COLLECTION,a1a61b73-3a43-40a3-9332-1461d03c0486,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2103_Imagery_COLLECTION,3168e879-16e7-47f8-9b31-a3b808d0eb8b,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2105,c6c73240-1718-11ec-b521-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2106_Sound_Velocity_Profile,f56c4ea0-3022-11ec-932f-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2107_Sound_Velocity_Profile,f5742466-0787-431d-97b5-900d61d13f68,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2107_Imagery,575aeeed-300a-4827-b07d-b18006a65134,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2107_Products,2e7456b6-1b15-48dc-b9be-c4b22fc36e20,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2201_Imagery_COLLECTION,b657b931-faa1-484a-8556-a69fdaa2273d,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2201_Sound_Velocity_Profile_COLLECTION,7e2f0601-5667-4358-a344-cc4881e3ed37,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2201_Products_COLLECTION,dfca1a4b-a75e-4342-b6d2-8b89ca0ea3a4,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2202_Sound_Velocity_Profile_COLLECTION,53ba8ee5-ada6-4077-af46-703c79fb87db,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2204_Sound_Velocity_Profile_COLLECTION,f2367cd2-c405-4bc7-96bb-00695d875db3,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:Peleliu2018_Products_COLLECTION,e822b91b-83d4-4dd1-8492-7b2719611776,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2205_Sound_Velocity_Profile_COLLECTION,b73f135b-8c6b-40de-8e0c-6e0b8b8fb262,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2205_Products_COLLECTION,8cf94651-48fa-4c19-8745-dfa354cec82a,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2205_Imagery_COLLECTION,25a0d897-1bfa-4799-9cae-a97953a53c9d,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2208_Sound_Velocity_Profile_COLLECTION,f1d702b3-8c9f-4f7c-b81e-43957a25cd0a,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2101,755dfd80-c3d0-11eb-ba2f-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2206_Sound_Velocity_Profile_COLLECTION,4d762ca9-c82c-4058-990c-2eeddbdbbe6f,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2206_Imagery_COLLECTION,81b23f31-1c27-4ed0-8eac-00fd4a196396,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2206_Products_COLLECTION,f12ccadd-888b-438c-8605-7be6cf6a2abb,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2203_Sound_Velocity_Profile_COLLECTION,9954ba72-06cf-46f6-b391-d40d34aba8f4,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:BioGeoChem2019_COLLECTION,08a072ee-18d4-48d0-992f-b208e83c7cb9,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:HoodGas2017_COLLECTION,a1d7f164-2a61-465e-94c1-48af00894cf5,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:HoodGas2017_Profile_COLLECTION,4bb4e7d5-975b-4c9a-a055-0a0acb274dc7,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX1709-OMZTest_Profile_COLLECTION,e8aa3b82-96ba-4cdd-879e-e4bc0e145fe5,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:EX1709-OMZTest_COLLECTION,495bf567-8bc8-4a3e-bda2-a987f9580dbd,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2205_SCS_COLLECTION,2e308c90-1ef5-4b16-8d9a-05ea686fdb16,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2202_SCS_COLLECTION,288c97c8-a760-4504-a62a-37833d2f5f39,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2201_SCS_COLLECTION,3d0404ee-d2b5-455f-9020-26c752178b8f,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:NF1909_SCS_COLLECTION,44860854-49de-4624-848f-3bdf55e001c9,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:NF1909_COLLECTION,716d2036-399a-4b6b-b683-2b3cf9b78889,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:Peleliu2018_COLLECTION,12a4df0c-214b-4ccb-b0f6-4b2ccf368e92,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2107_SCS,9f5a2033-ac12-4159-915b-4274b2d5ea5f,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2106_SCS,ec87b220-3022-11ec-932f-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2105_SCS,246d9ca0-1718-11ec-b521-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2104_SCS,d22cae10-05d1-11ec-a3ea-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2103_SCS,8c1ebf80-efb0-11eb-85b4-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:PC1705,fdac8850-f0c3-493a-8a11-d774a77adcdd,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2208_SCS_COLLECTION,0a2d6f0d-2874-4a66-b46e-1778fec047c6,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2206_SCS_COLLECTION,6359be97-d386-4936-bd5d-6b16b12426be,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2204_SCS_COLLECTION,168f27ca-7a50-4b2a-96af-82ebef416f75,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2203_SCS_COLLECTION,81fee87b-76e8-4025-a5bf-63e04da5b1dd,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:WhalingFleet2015,e343b71e-e653-4c01-9e83-e924739af93f,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:RB1903,7e20e915-a9e1-4353-ab82-0bac0d839e1f,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:GlacierBay2016,6172d254-ad0e-46bb-ad1c-fe5d99104f65,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2102_SCS,3bce42d0-d444-11eb-9345-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:EX2101_SCS,6c647970-c3d0-11eb-ba2f-0800200c9a66,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:ThunderBay2017_Products_COLLECTION,26b18e22-7d4e-43c5-9727-542ac88be99c,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei:AviatorsDown2018_Products_COLLECTION,3d29058a-5505-4c66-aa29-55eff7c7e125,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:ThunderBay2017_COLLECTION,8eb8e284-9a13-4ee3-baa5-6f4417a6828a,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:AviatorsDown2018_COLLECTION,ea9cddd5-7d57-4d88-9c3e-b6d97e5c6893,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:DeepSeaPreciousCorals2004,a8f4be1f-6c05-476c-b2bc-5ae6cb52f3c3,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:BattleofMidway2017,54ef0a9c-bc48-4964-bb60-0c913c807c59,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
gov.noaa.ncei.oer:BMCC18,b017c7ba-4a85-451a-ba54-41b001f5eec2,Global Change Master Directory (GCMD) Location Keywords CI_Citation 82A5DD19565ACBECE040AC8C5AB41A40,82A5DD19565ACBECE040AC8C5AB41A40
